name,review_count,rating,lat,long,price
Hyde Park Inn,7,2.5,51.512424,-0.186229,None
Thistle,3,4.0,51.5210612,-0.1232645,££
The Captain Cook Pub and Rooms,1,5.0,51.481147767711,-0.209733136444466,££
Novotel ,15,3.5,51.519091159161,-0.182004941234954,£££
A to B Hotel,2,2.0,51.513365,-0.291803,££
Best Western Buckingham Palace Road,9,3.5,51.4921015,-0.146149,££
Premier Inn,4,4.0,51.5277442932129,-0.129065006971359,££
Dylan Kensington,1,4.0,51.4920193,-0.1991603,None
Orlando Hotel,1,4.0,51.4987257,-0.2220405,££
Park Plaza Westminster Bridge London,136,3.5,51.500945128618,-0.116817394584042,£££
DoubleTree by Hilton Hotel London - West End,40,3.0,51.5202715055578,-0.121863203559605,££
Bluedaws Private Hotel,1,5.0,51.5151562,-0.1720422,££
Royal Eagle,10,2.5,51.51425,-0.17849,££
Duke Of Leinster Hotel,4,3.0,51.5127571,-0.1836563,££
Comfort Inn Bayswater,1,4.0,51.512796,-0.192657,None
Victory Services Club,2,4.5,51.513906,-0.162217,££
Number 11,1,5.0,51.4937056,-0.1591716,None
Tune Hotel King's Cross,18,3.5,51.5288683406448,-0.119505832561059,££
Travelodge Hotel,4,4.5,51.5006142,-0.1078255,£
London Marriott Hotel Marble Arch,46,3.0,51.5164128020252,-0.163492229341955,£££
Bay Tree House,1,5.0,51.6187782,-0.1360756,None
COMO The Halkin,1,5.0,51.500831,-0.151952,£££
Marlin Waterloo,19,4.0,51.4992169,-0.1130701,££
Ramada London South Ruislip,2,2.5,51.557616,-0.396967,£££
Four Seasons Hotel,6,5.0,51.5044391859339,-0.149880248341834,££££
The Belgrave,16,4.0,51.4901569,-0.1380582,£££
The Rathbone,15,3.5,51.518747,-0.135532,££
Mercure London Paddington Hotel,4,3.5,51.5161856,-0.1748852,££
Park Plaza London Riverbank,54,4.0,51.4911505,-0.1218023,£££
Number Sixteen,12,4.0,51.493083293133,-0.175445396683422,££££
Club Quarters,42,4.0,51.5069599284465,-0.126023153127242,££
Radisson Blu Edwardian Heathrow,47,3.5,51.4813129835504,-0.441116652740138,£££
Oakley Hotel,3,3.5,51.484772,-0.168646,££
Chiswick Lodge,1,4.0,51.4940723,-0.2549126,£
Sloane Square Hotel,10,3.5,51.4930076599121,-0.157079994678497,£££
Novotel,37,3.0,51.4919196,-0.2209354,££
Abba Queensgate Hotel,2,4.0,51.49835,-0.18041,££
Hotel Ibis Heathrow,35,3.0,51.4808865597196,-0.430631377662583,£
LSE High Holborn Residence,8,4.0,51.515647,-0.124927,£
Britannia Hotels,6,3.0,51.5441825,-0.1624524,££
Wellington Arms,1,2.0,51.6621316,-0.3950481,None
Radisson Blu Edwardian Vanderbilt,33,3.5,51.4951584,-0.182347,££
Henley House,5,4.0,51.4921378,-0.1914864,££
Croft Court Hotel Luxurious Kosher Hotel,2,1.5,51.5759046,-0.2013802,None
National Hotel,3,2.5,51.5916711,-0.1446595,££
Royal Garden Hotel,22,3.5,51.502942,-0.188119,£££
Thanet Hotel,5,4.0,51.5201551,-0.12396,££
Ridgemount Hotel,10,4.0,51.521786,-0.13222,££
Premier Inn,6,4.5,51.501824,-0.116469,££
Hotel 55,3,3.5,51.518261,-0.290884,££
Ruben S Hotel,1,5.0,51.498094,-0.143671,None
London Guest House,1,3.0,51.5139969,-0.2695482,None
Holiday Inn ,22,3.5,51.5077090319947,-0.142347367024516,££
Berners Hotel,1,4.0,51.51323573,-0.17712234,None
Cote Marylebone,1,5.0,51.5212173,-0.1515591,£££
Radisson Blu Edwardian Bloomsbury Street,20,4.0,51.5174384,-0.1273212,£££
The Chilworth,8,4.0,51.5151298,-0.1780597,£££
Access Apartments City,1,4.0,51.5141033,-0.1923972,None
Blue Orchid Rochester Hotel,10,3.5,51.4942672,-0.1366295,££
Rosewood London,36,4.5,51.5174224898076,-0.117810666561127,££££
Travelodge Hotel - London Heathrow Central,1,4.0,51.506420135498,-0.127210006117821,None
